Code AGB;Code CIQUAL;Groupe d'aliment;Sous-groupe d'aliment;Nom du Produit en Français;LCI Name;code saison;code avion;Livraison;Matériau d'emballage;Préparation;DQR;Score unique EF 3.1;Changement climatique;Appauvrissement de la couche d'ozone;Rayonnements ionisants;Formation photochimique d'ozone;Particules fines;Effets toxicologiques sur la santé humaine : substances non-cancérogènes;Effets toxicologiques sur la santé humaine : substances cancérogènes;Acidification terrestre et eaux douces;Eutrophisation eaux douces;Eutrophisation marine;Eutrophisation terrestre;Écotoxicité pour écosystèmes aquatiques d'eau douce;Utilisation du sol;Épuisement des ressources eau;Épuisement des ressources énergétiques;Épuisement des ressources minéraux
12801;12801;lait et produits laitiers;fromages;Fromage de chèvre lactique affiné, au lait cru (type Crottin de Chavignol, Picodon, Rocamadour, Sainte-Maure de Touraine);Cheese, from goat's milk, from raw milk;2;0;Glacé;LDPE;Pas de préparation;2.45;9.48E-01;6.43E+00;2.94E-07;8.62E-01;1.37E-02;1.11E-06;9.39E-08;3.31E-09;1.57E-01;8.82E-04;3.01E-02;6.79E-01;5.27E+01;4.64E+02;5.65E+00;4.32E+01;1.56E-05
12802;12802;lait et produits laitiers;fromages;Fromage de chèvre lactique affiné, au lait pasteurisé (type bûchette ou crottin);Cheese, from goat's milk, from pasteurised milk;2;0;Glacé;LDPE;Pas de préparation;2.45;9.14E-01;6.21E+00;2.87E-07;8.45E-01;1.33E-02;1.07E-06;9.04E-08;3.19E-09;1.51E-01;8.58E-04;2.90E-02;6.53E-01;5.07E+01;4.46E+02;5.45E+00;4.23E+01;1.52E-05
12815;12815;lait et produits laitiers;fromages;Fromage de chèvre sec;Cheese, dry, from goat's milk;2;0;Glacé;LDPE;Pas de préparation;2.45;8.43E-01;5.75E+00;2.67E-07;8.00E-01;1.24E-02;9.98E-07;8.24E-08;2.95E-09;1.38E-01;7.62E-04;2.64E-02;5.97E-01;4.63E+01;4.10E+02;4.90E+00;4.04E+01;1.39E-05
12320;12320;lait et produits laitiers;fromages;Fromage fondu double crème, environ 31% MG;Processed cheese, double cream, around 31% fat;2;0;Glacé;LDPE;Pas de préparation;1.88;4.98E-01;5.22E+00;2.06E-07;5.68E-01;9.09E-03;3.70E-07;1.13E-07;3.18E-09;5.32E-02;7.40E-04;1.77E-02;2.26E-01;5.35E+01;2.79E+02;1.93E+00;2.83E+01;1.41E-05
12310;12310;lait et produits laitiers;fromages;Fromage fondu en portions ou en cubes environ 20% MG;Processed cheese, around 20% fat, in wedges or cubes;2;0;Glacé;LDPE;Pas de préparation;2.24;4.98E-01;5.22E+00;2.06E-07;5.68E-01;9.09E-03;3.70E-07;1.13E-07;3.18E-09;5.32E-02;7.40E-04;1.77E-02;2.26E-01;5.35E+01;2.79E+02;1.93E+00;2.83E+01;1.41E-05
12300;12300;lait et produits laitiers;fromages;Fromage fondu en tranchettes;Processed cheese, in slices;2;0;Glacé;LDPE;Pas de préparation;1.88;4.98E-01;5.22E+00;2.06E-07;5.68E-01;9.09E-03;3.70E-07;1.13E-07;3.18E-09;5.32E-02;7.40E-04;1.77E-02;2.26E-01;5.35E+01;2.79E+02;1.93E+00;2.83E+01;1.41E-05
19667;19667;lait et produits laitiers;produits laitiers frais et assimilés;Fromage frais type petit suisse, aromatisé aux fruits, 2-3% MG, enrichi en calcium et vitamine D;Petit-Suisse, fresh cream cheese type, fruits flavoured, 2-3% fat, fortified with calcium and vitamin D;2;0;Glacé;PP;Pas de préparation;3.88;1.88E-01;1.80E+00;9.18E-08;4.36E-01;3.45E-03;1.20E-07;3.89E-08;1.24E-09;1.64E-02;2.35E-04;5.11E-03;6.70E-02;1.67E+01;8.11E+01;3.77E-01;1.83E+01;1.60E-05
19661;19661;lait et produits laitiers;produits laitiers frais et assimilés;Fromage frais type petit suisse, aux fruits, 2-3% MG;Petit-Suisse, fresh cream cheese type, with fruits, 2-3% fat;2;0;Glacé;PP;Pas de préparation;3.88;1.88E-01;1.80E+00;9.18E-08;4.36E-01;3.45E-03;1.20E-07;3.89E-08;1.24E-09;1.64E-02;2.35E-04;5.11E-03;6.70E-02;1.67E+01;8.11E+01;3.77E-01;1.83E+01;1.60E-05
19662;19662;lait et produits laitiers;produits laitiers frais et assimilés;Fromage frais type petit suisse, aux fruits, 2-3% MG, enrichi en calcium et vitamine D;Petit-Suisse, fresh cream cheese type, with fruits, 2-3% fat, fortified with calcium and vitamin D;2;0;Glacé;PP;Pas de préparation;3.88;1.88E-01;1.80E+00;9.18E-08;4.36E-01;3.45E-03;1.20E-07;3.89E-08;1.24E-09;1.64E-02;2.35E-04;5.11E-03;6.70E-02;1.67E+01;8.11E+01;3.77E-01;1.83E+01;1.60E-05
19663;19663;lait et produits laitiers;produits laitiers frais et assimilés;Fromage frais type petit suisse, nature, 0% MG;Petit-Suisse, fresh cream cheese type, plain, fat free;2;0;Glacé;PP;Pas de préparation;3.48;1.70E-01;1.61E+00;8.77E-08;4.29E-01;3.15E-03;1.06E-07;3.43E-08;1.12E-09;1.43E-02;2.15E-04;4.41E-03;5.76E-02;1.45E+01;6.93E+01;3.16E-01;1.79E+01;1.56E-05
19666;19666;lait et produits laitiers;produits laitiers frais et assimilés;Fromage frais type petit suisse, nature, 10% MG environ;Petit-Suisse like fresh cream cheese, plain, around 9% fat;2;0;Glacé;PP;Pas de préparation;3.48;2.39E-01;2.35E+00;1.04E-07;4.55E-01;4.31E-03;1.62E-07;5.22E-08;1.60E-09;2.26E-02;2.95E-04;7.12E-03;9.41E-02;2.30E+01;1.15E+02;5.54E-01;1.95E+01;1.73E-05
19664;19664;lait et produits laitiers;produits laitiers frais et assimilés;Fromage frais type petit suisse, nature, 4% MG environ;Petit-Suisse, fresh cream cheese type, plain, around 4% fat;2;0;Glacé;PP;Pas de préparation;3.48;1.97E-01;1.90E+00;9.40E-08;4.39E-01;3.61E-03;1.28E-07;4.14E-08;1.31E-09;1.76E-02;2.46E-04;5.48E-03;7.20E-02;1.78E+01;8.73E+01;4.10E-01;1.85E+01;1.63E-05
12009;12009;lait et produits laitiers;fromages;Fromage rond à pâte molle et croûte fleurie 5 à 11% MG type camembert allégé en matière grasse;Soft-ripened round cheese with bloomy rind, 5 to 11% fat, Camembert-type cheese, reduced fat;2;0;Glacé;LDPE;Pas de préparation;2.24;4.75E-01;4.98E+00;2.03E-07;5.69E-01;8.71E-03;3.51E-07;1.07E-07;3.02E-09;5.03E-02;7.21E-04;1.68E-02;2.13E-01;5.06E+01;2.63E+02;1.86E+00;2.81E+01;1.36E-05
12012;12012;lait et produits laitiers;fromages;Fromage rond à pâte molle et croûte fleurie environ 11% MG type coulommiers allégé en matière grasse;Soft-ripened round cheese with bloomy rind, around 11% fat, Coulommiers-type cheese, reduced fat;2;0;Glacé;LDPE;Pas de préparation;2.24;4.80E-01;5.03E+00;2.04E-07;5.69E-01;8.79E-03;3.55E-07;1.08E-07;3.05E-09;5.09E-02;7.25E-04;1.70E-02;2.15E-01;5.11E+01;2.66E+02;1.87E+00;2.81E+01;1.37E-05
12013;12013;lait et produits laitiers;fromages;Fromage rond à pâte molle et croûte fleurie environ 5% MG type camembert allégé en matière grasse;Soft-ripened round cheese with bloomy rind, around 5% fat, Camembert-type cheese, reduced fat;2;0;Glacé;LDPE;Pas de préparation;2.24;4.82E-01;5.05E+00;2.04E-07;5.69E-01;8.83E-03;3.57E-07;1.09E-07;3.07E-09;5.13E-02;7.27E-04;1.71E-02;2.17E-01;5.15E+01;2.68E+02;1.88E+00;2.81E+01;1.37E-05
12060;12060;lait et produits laitiers;fromages;Fromage type feta, au lait de vache;Feta-type cheese from cow's milk;2;0;Glacé;LDPE;Pas de préparation;2.24;4.91E-01;5.15E+00;2.05E-07;5.68E-01;8.98E-03;3.64E-07;1.11E-07;3.13E-09;5.24E-02;7.35E-04;1.74E-02;2.22E-01;5.26E+01;2.74E+02;1.91E+00;2.82E+01;1.39E-05
12063;12063;lait et produits laitiers;fromages;Fromage type feta, au lait de vache, à l'huile et aux aromates;Feta-type cheese from cow's milk, in oil and spices;2;0;Glacé;LDPE;Pas de préparation;2.24;4.91E-01;5.15E+00;2.05E-07;5.68E-01;8.98E-03;3.64E-07;1.11E-07;3.13E-09;5.24E-02;7.35E-04;1.74E-02;2.22E-01;5.26E+01;2.74E+02;1.91E+00;2.82E+01;1.39E-05
39234;39234;lait et produits laitiers;produits laitiers frais et assimilés;Gâteau au chocolat, cœur fondant, rayon frais;Chocolate cake w melting centre, refrigerated;2;0;Glacé;PP;Pas de préparation;2.41;6.45E-01;7.94E+00;1.96E-07;9.01E-01;1.48E-02;4.10E-07;9.44E-08;5.49E-09;5.53E-02;1.00E-03;2.49E-02;2.34E-01;5.65E+01;3.65E+02;2.65E+00;4.33E+01;1.46E-05
23536;23536;lait et produits laitiers;produits laitiers frais et assimilés;Gâteau de riz au caramel, rayon frais;Rice pudding w caramel sauce, refrigerated;2;0;Glacé;PP;Pas de préparation;2.90;2.62E-01;1.63E+00;1.08E-07;7.05E-01;3.96E-03;1.34E-07;9.41E-08;1.02E-09;1.84E-02;2.35E-04;7.08E-03;7.54E-02;1.99E+01;6.41E+01;8.42E+00;2.58E+01;7.44E-06
39232;39232;lait et produits laitiers;produits laitiers frais et assimilés;Gâteau de riz, appertisé;Rice pudding, canned;2;0;Ambiant (long);Acier;Pas de préparation;2.90;2.79E-01;1.60E+00;9.65E-08;5.93E-01;4.32E-03;1.51E-07;1.10E-07;2.14E-09;2.01E-02;3.21E-04;7.65E-03;8.27E-02;2.25E+01;6.81E+01;1.01E+01;2.10E+01;6.31E-06
23534;23534;lait et produits laitiers;produits laitiers frais et assimilés;Gâteau de semoule aux raisins et caramel, rayon frais;Semolina pudding, with raisins and caramel sauce, refrigerated;2;0;Glacé;PP;Pas de préparation;2.30;1.66E-01;1.49E+00;9.79E-08;6.98E-01;3.17E-03;1.03E-07;2.94E-08;8.68E-10;1.37E-02;1.84E-04;5.11E-03;5.59E-02;1.25E+01;6.35E+01;6.66E-01;2.44E+01;6.23E-06
23535;23535;lait et produits laitiers;produits laitiers frais et assimilés;Gâteau de semoule, appertisé;Semolina pudding, canned;2;0;Ambiant (long);Acier;Pas de préparation;1.90;1.85E-01;1.50E+00;9.11E-08;5.98E-01;3.83E-03;1.39E-07;3.47E-08;2.11E-09;1.80E-02;3.09E-04;6.41E-03;7.45E-02;1.66E+01;8.02E+01;8.59E-01;2.04E+01;5.42E-06
12524;12524;lait et produits laitiers;fromages;Gorgonzola;Gorgonzola cheese, from cow's milk;2;0;Glacé;PP;Pas de préparation;2.24;4.94E-01;5.17E+00;2.03E-07;5.85E-01;8.78E-03;3.70E-07;1.13E-07;3.17E-09;5.31E-02;6.91E-04;1.77E-02;2.26E-01;5.35E+01;2.80E+02;1.80E+00;2.79E+01;1.40E-05
12736;12736;lait et produits laitiers;fromages;Gouda;Gouda cheese, from cow's milk;2;0;Glacé;LDPE;Pas de préparation;2.24;5.71E-01;5.97E+00;2.40E-07;6.76E-01;1.05E-02;4.43E-07;1.28E-07;3.64E-09;6.05E-02;8.33E-04;2.02E-02;2.56E-01;6.05E+01;3.18E+02;2.08E+00;3.34E+01;1.56E-05
12123;12123;lait et produits laitiers;fromages;Grana Padano;Grana Padano cheese, from cow's milk;2;0;Glacé;LDPE;Pas de préparation;2.24;5.88E-01;6.15E+00;2.41E-07;6.71E-01;1.08E-02;4.57E-07;1.33E-07;3.77E-09;6.27E-02;8.45E-04;2.08E-02;2.66E-01;6.27E+01;3.31E+02;2.13E+00;3.33E+01;1.60E-05
12114;12114;lait et produits laitiers;fromages;Gruyère;Gruyere cheese, from cow's milk;2;0;Glacé;LDPE;Pas de préparation;1.81;5.97E-01;6.26E+00;2.41E-07;6.67E-01;1.09E-02;4.64E-07;1.35E-07;3.84E-09;6.40E-02;8.53E-04;2.12E-02;2.72E-01;6.41E+01;3.38E+02;2.17E+00;3.33E+01;1.62E-05
12113;12113;lait et produits laitiers;fromages;Gruyère IGP France;Gruyere cheese, France, Protected Geographical Indication, from cow's milk;2;0;Glacé;LDPE;Pas de préparation;1.81;5.91E-01;6.19E+00;2.41E-07;6.70E-01;1.08E-02;4.59E-07;1.33E-07;3.79E-09;6.31E-02;8.48E-04;2.10E-02;2.68E-01;6.32E+01;3.33E+02;2.14E+00;3.33E+01;1.61E-05
39215;39215;lait et produits laitiers;produits laitiers frais et assimilés;Ile flottante, rayon frais;Floating island (meringue poached in milk and served in a light custard cream), refrigerated;2;0;Glacé;PP;Pas de préparation;2.36;2.42E-01;1.83E+00;1.16E-07;7.41E-01;4.22E-03;1.94E-07;4.07E-08;1.38E-09;2.66E-02;2.88E-04;7.51E-03;1.13E-01;2.46E+01;9.04E+01;1.41E+00;2.67E+01;7.62E-06
19026;19026;lait et produits laitiers;laits;Lait concentré non sucré, entier;Condensed milk, without sugar, whole;2;0;Ambiant (long);Acier;Pas de préparation;2.70;2.37E-01;2.54E+00;9.89E-08;1.92E-01;4.68E-03;1.88E-07;5.46E-08;2.54E-09;2.56E-02;3.37E-04;8.16E-03;1.09E-01;2.60E+01;1.35E+02;7.73E-01;1.15E+01;6.12E-06
19027;19027;lait et produits laitiers;laits;Lait concentré sucré, entier;Condensed milk, with sugar, whole;2;0;Ambiant (long);Acier;Pas de préparation;3.13;2.37E-01;2.54E+00;9.89E-08;1.92E-01;4.68E-03;1.88E-07;5.46E-08;2.54E-09;2.56E-02;3.37E-04;8.16E-03;1.09E-01;2.60E+01;1.35E+02;7.73E-01;1.15E+01;6.12E-06
19250;19250;lait et produits laitiers;laits;Lait de brebis, entier;Sheep milk, whole;2;0;Ambiant (long);HPDE;Pas de préparation;2.65;2.60E-01;2.09E+00;9.58E-08;2.06E-01;3.41E-03;2.87E-07;2.62E-08;9.24E-10;4.06E-02;1.30E-04;9.08E-03;1.78E-01;7.57E+00;2.09E+02;4.06E-01;1.34E+01;4.51E-06
19201;19201;lait et produits laitiers;laits;Lait de chèvre, demi-écrémé, UHT;Goat milk, half skimmed, UHT pasteurized;2;0;Ambiant (long);HPDE;Pas de préparation;2.99;2.07E-01;1.48E+00;8.80E-08;2.07E-01;3.43E-03;2.33E-07;2.00E-08;7.30E-10;3.20E-02;1.56E-04;6.03E-03;1.38E-01;1.12E+01;9.39E+01;1.15E+00;1.32E+01;4.30E-06
19202;19202;lait et produits laitiers;laits;Lait de chèvre, entier, cru;Goat milk, whole, raw;2;0;Ambiant (long);HPDE;Pas de préparation;2.99;2.07E-01;1.48E+00;8.80E-08;2.07E-01;3.43E-03;2.33E-07;2.00E-08;7.30E-10;3.20E-02;1.56E-04;6.03E-03;1.38E-01;1.12E+01;9.39E+01;1.15E+00;1.32E+01;4.30E-06
19200;19200;lait et produits laitiers;laits;Lait de chèvre, entier, UHT;Goat milk, whole, UHT;2;0;Ambiant (long);HPDE;Pas de préparation;2.99;2.07E-01;1.48E+00;8.80E-08;2.07E-01;3.43E-03;2.33E-07;2.00E-08;7.30E-10;3.20E-02;1.56E-04;6.03E-03;1.38E-01;1.12E+01;9.39E+01;1.15E+00;1.32E+01;4.30E-06
19060;19060;lait et produits laitiers;laits;Lait demi-écrémé, à teneur réduite en lactose;Milk, semi-skimmed, reduced lactose;2;0;Ambiant (long);HPDE;Pas de préparation;2.47;1.24E-01;1.32E+00;7.67E-08;1.79E-01;2.60E-03;8.90E-08;2.53E-08;7.50E-10;1.19E-02;1.39E-04;3.76E-03;4.97E-02;1.20E+01;6.00E+01;4.27E-01;1.13E+01;4.27E-06
19042;19042;lait et produits laitiers;laits;Lait demi-écrémé, pasteurisé;Milk, semi-skimmed, pasteurised;2;0;Ambiant (long);HPDE;Pas de préparation;2.05;1.24E-01;1.32E+00;7.67E-08;1.79E-01;2.60E-03;8.90E-08;2.53E-08;7.50E-10;1.19E-02;1.39E-04;3.76E-03;4.97E-02;1.20E+01;6.00E+01;4.27E-01;1.13E+01;4.27E-06
19041;19041;lait et produits laitiers;laits;Lait demi-écrémé, UHT;Milk, semi-skimmed, UHT;2;0;Ambiant (long);HPDE;Pas de préparation;2.47;1.24E-01;1.32E+00;7.67E-08;1.79E-01;2.60E-03;8.90E-08;2.53E-08;7.50E-10;1.19E-02;1.39E-04;3.76E-03;4.97E-02;1.20E+01;6.00E+01;4.27E-01;1.13E+01;4.27E-06
19037;19037;lait et produits laitiers;laits;Lait demi-écrémé, UHT, enrichi en vitamines;Milk, semi-skimmed, vitamin D fortified, UHT;2;0;Ambiant (long);HPDE;Pas de préparation;2.47;1.24E-01;1.32E+00;7.67E-08;1.79E-01;2.60E-03;8.90E-08;2.53E-08;7.50E-10;1.19E-02;1.39E-04;3.76E-03;4.97E-02;1.20E+01;6.00E+01;4.27E-01;1.13E+01;4.27E-06
19051;19051;lait et produits laitiers;laits;Lait écrémé, pasteurisé;Milk, skimmed, pasteurised;2;0;Ambiant (long);HPDE;Pas de préparation;2.05;1.13E-01;1.19E+00;7.35E-08;1.75E-01;2.40E-03;7.95E-08;2.23E-08;6.70E-10;1.05E-02;1.25E-04;3.31E-03;4.36E-02;1.06E+01;5.24E+01;3.87E-01;1.10E+01;3.99E-06
19050;19050;lait et produits laitiers;laits;Lait écrémé, UHT;Milk, skimmed, UHT;2;0;Ambiant (long);HPDE;Pas de préparation;2.47;1.13E-01;1.19E+00;7.35E-08;1.75E-01;2.40E-03;7.95E-08;2.23E-08;6.70E-10;1.05E-02;1.25E-04;3.31E-03;4.36E-02;1.06E+01;5.24E+01;3.87E-01;1.10E+01;3.99E-06
19678;19678;lait et produits laitiers;produits laitiers frais et assimilés;Lait emprésuré aromatisé, rayon frais;Renneted milk, flavoured, refrigerated;2;0;Glacé;PET;Pas de préparation;2.46;1.73E-01;1.56E+00;8.32E-07;3.04E-01;3.03E-03;1.06E-07;3.11E-08;9.52E-10;1.43E-02;1.81E-04;4.51E-03;5.92E-02;1.45E+01;7.15E+01;4.69E-01;1.41E+01;2.35E-05
19044;19044;lait et produits laitiers;laits;Lait en poudre, demi-écrémé;Milk, powder, semi-skimmed, non rehydrated;2;0;Ambiant (long);Carton;Pas de préparation;2.29;1.53E+00;1.48E+01;2.87E-07;3.33E-01;3.29E-02;1.06E-06;3.14E-07;1.30E-09;1.66E-01;1.19E-03;2.08E-01;7.26E-01;1.10E+01;1.51E+03;4.04E-01;3.02E+01;1.75E-06
19054;19054;lait et produits laitiers;laits;Lait en poudre, écrémé;Milk, powder, skimmed, non rehydrated;2;0;Ambiant (long);Carton;Pas de préparation;1.86;1.53E+00;1.48E+01;2.87E-07;3.33E-01;3.29E-02;1.06E-06;3.14E-07;1.30E-09;1.66E-01;1.19E-03;2.08E-01;7.26E-01;1.10E+01;1.51E+03;4.04E-01;3.02E+01;1.75E-06
19021;19021;lait et produits laitiers;laits;Lait en poudre, entier;Milk, powder, whole, non rehydrated;2;0;Ambiant (long);Carton;Pas de préparation;2.29;1.53E+00;1.48E+01;2.87E-07;3.33E-01;3.29E-02;1.06E-06;3.14E-07;1.30E-09;1.66E-01;1.19E-03;2.08E-01;7.26E-01;1.10E+01;1.51E+03;4.04E-01;3.02E+01;1.75E-06
19024;19024;lait et produits laitiers;laits;Lait entier, pasteurisé;Milk, whole, pasteurised;2;0;Ambiant (long);HPDE;Pas de préparation;2.03;1.41E-01;1.50E+00;8.14E-08;1.86E-01;2.89E-03;1.03E-07;2.97E-08;8.68E-10;1.40E-02;1.58E-04;4.42E-03;5.85E-02;1.41E+01;7.12E+01;4.85E-01;1.17E+01;4.69E-06
19023;19023;lait et produits laitiers;laits;Lait entier, UHT;Milk, whole, UHT;2;0;Ambiant (long);HPDE;Pas de préparation;2.46;1.41E-01;1.50E+00;8.14E-08;1.86E-01;2.89E-03;1.03E-07;2.97E-08;8.68E-10;1.40E-02;1.58E-04;4.42E-03;5.85E-02;1.41E+01;7.12E+01;4.85E-01;1.17E+01;4.69E-06
19805;19805;lait et produits laitiers;produits laitiers frais et assimilés;Lait fermenté à boire, nature, au lait entier;Fermented milk drink, plain, whole milk;2;0;Glacé;PET;Pas de préparation;1.60;1.71E-01;1.55E+00;8.31E-07;2.87E-01;3.01E-03;1.05E-07;3.11E-08;9.48E-10;1.42E-02;1.80E-04;4.50E-03;5.91E-02;1.45E+01;7.14E+01;4.68E-01;1.36E+01;2.35E-05
19801;19801;lait et produits laitiers;produits laitiers frais et assimilés;Lait fermenté à boire, nature, maigre;Fermented milk drink, plain, skimmed milk;2;0;Glacé;PET;Pas de préparation;2.90;1.56E-01;1.37E+00;8.28E-07;2.98E-01;2.74E-03;9.21E-08;2.68E-08;8.34E-10;1.22E-02;1.61E-04;3.85E-03;5.03E-02;1.24E+01;6.04E+01;4.11E-01;1.36E+01;2.31E-05
19539;19539;lait et produits laitiers;produits laitiers frais et assimilés;Lait fermenté ou spécialité laitière type yaourt, aromatisé, sucré, au bifidus;Fermented milk or dairy specialty, yogurt type, flavoured, with sugar, with bifidus;2;0;Glacé;PET;Pas de préparation;2.34;1.85E-01;1.46E+00;8.44E-07;6.80E-01;3.11E-03;1.04E-07;2.91E-08;9.10E-10;1.38E-02;1.88E-04;4.84E-03;5.62E-02;1.27E+01;5.98E+01;6.61E-01;2.32E+01;2.41E-05
19542;19542;lait et produits laitiers;produits laitiers frais et assimilés;Lait fermenté ou spécialité laitière type yaourt, aux fruits, sucré, au bifidus;Fermented milk or dairy specialty, yogurt type, with fruits, with sugar, with bifidus;2;0;Glacé;PET;Pas de préparation;3.61;2.76E-01;2.13E+00;9.53E-07;6.98E-01;4.96E-03;1.52E-07;4.88E-08;1.11E-09;2.07E-02;2.40E-04;1.54E-02;8.58E-02;4.00E+01;1.44E+02;1.77E+00;2.52E+01;2.43E-05
19546;19546;lait et produits laitiers;produits laitiers frais et assimilés;Lait fermenté ou spécialité laitière type yaourt, nature, au bifidus;Fermented milk or dairy specialty, yogurt type, plain, with bifidus;2;0;Glacé;PET;Pas de préparation;2.48;2.46E-01;2.12E+00;8.53E-07;6.92E-01;4.42E-03;1.43E-07;4.38E-08;9.85E-10;2.02E-02;2.32E-04;1.33E-02;8.41E-02;1.35E+01;1.25E+02;4.90E-01;2.41E+01;2.39E-05
19683;19683;lait et produits laitiers;produits laitiers frais et assimilés;Lait gélifié aromatisé, allégé en matière grasse et en sucre, rayon frais;Milk jelly, flavoured, reduced fat and sugar, refrigerated;2;0;Glacé;PP;Pas de préparation;2.48;1.65E-01;1.52E+00;9.48E-08;6.79E-01;3.05E-03;1.04E-07;2.97E-08;8.76E-10;1.38E-02;1.73E-04;4.86E-03;5.68E-02;1.30E+01;6.31E+01;6.08E-01;2.35E+01;6.04E-06
19679;19679;lait et produits laitiers;produits laitiers frais et assimilés;Lait gélifié aromatisé, nappé caramel, rayon frais;Milk jelly, flavoured, covered with caramel, refrigerated;2;0;Glacé;PP;Pas de préparation;2.49;2.32E-01;1.69E+00;1.12E-07;7.14E-01;4.04E-03;1.88E-07;3.73E-08;1.30E-09;2.58E-02;2.78E-04;7.21E-03;1.09E-01;2.34E+01;8.32E+01;1.47E+00;2.58E+01;7.40E-06
19680;19680;lait et produits laitiers;produits laitiers frais et assimilés;Lait gélifié aromatisé, rayon frais;Milk jelly, flavoured, refrigerated;2;0;Glacé;PP;Pas de préparation;2.04;1.65E-01;1.52E+00;9.48E-08;6.79E-01;3.05E-03;1.04E-07;2.97E-08;8.76E-10;1.38E-02;1.73E-04;4.86E-03;5.68E-02;1.30E+01;6.31E+01;6.08E-01;2.35E+01;6.04E-06
12040;12040;lait et produits laitiers;fromages;Langres;Langres cheese, from cow's milk;2;0;Glacé;LDPE;Pas de préparation;2.24;4.79E-01;5.01E+00;2.04E-07;5.69E-01;8.77E-03;3.54E-07;1.08E-07;3.05E-09;5.08E-02;7.24E-04;1.69E-02;2.15E-01;5.10E+01;2.65E+02;1.87E+00;2.81E+01;1.37E-05
39220;39220;lait et produits laitiers;produits laitiers frais et assimilés;Liégeois aux fruits;Fruit liegeois;2;0;Glacé;PP;Pas de préparation;4.10;3.42E-01;2.41E+00;2.14E-07;3.27E-01;6.16E-03;1.92E-07;2.94E-08;1.95E-09;2.26E-02;4.78E-04;8.65E-03;8.80E-02;4.61E+01;7.84E+02;2.21E+00;2.36E+01;2.06E-05
19681;19681;lait et produits laitiers;produits laitiers frais et assimilés;Liégeois ou viennois (chocolat, café, caramel ou vanille), rayon frais;Custard topped with whipped cream (chocolate, coffee, caramel or vanilla custard), refrigerated;2;0;Glacé;PP;Pas de préparation;2.41;3.26E-01;4.63E+00;1.24E-07;7.50E-01;8.30E-03;1.48E-07;4.10E-08;2.88E-09;1.82E-02;5.22E-04;1.22E-02;7.29E-02;1.96E+01;1.79E+02;8.58E-01;3.24E+01;1.00E-05
12037;12037;lait et produits laitiers;fromages;Livarot;Livarot cheese, from cow's milk;2;0;Glacé;LDPE;Pas de préparation;2.24;5.09E-01;5.35E+00;2.08E-07;5.67E-01;9.28E-03;3.80E-07;1.16E-07;3.26E-09;5.47E-02;7.50E-04;1.81E-02;2.32E-01;5.50E+01;2.87E+02;1.96E+00;2.83E+01;1.44E-05
12030;12030;lait et produits laitiers;fromages;Maroilles fermier;Maroilles "fermier" cheese;2;0;Glacé;LDPE;Pas de préparation;2.24;5.22E-01;5.48E+00;2.09E-07;5.66E-01;9.49E-03;3.90E-07;1.20E-07;3.35E-09;5.63E-02;7.60E-04;1.86E-02;2.39E-01;5.66E+01;2.96E+02;2.00E+00;2.84E+01;1.46E-05
12029;12029;lait et produits laitiers;fromages;Maroilles laitier;Maroilles "laitier" cheese;2;0;Glacé;LDPE;Pas de préparation;2.24;5.12E-01;5.37E+00;2.08E-07;5.67E-01;9.32E-03;3.81E-07;1.17E-07;3.28E-09;5.50E-02;7.52E-04;1.82E-02;2.33E-01;5.53E+01;2.88E+02;1.97E+00;2.84E+01;1.44E-05
12036;12036;lait et produits laitiers;fromages;Maroilles, sans précision;Maroilles cheese, from cow's milk;2;0;Glacé;LDPE;Pas de préparation;2.24;5.21E-01;5.47E+00;2.09E-07;5.67E-01;9.47E-03;3.89E-07;1.19E-07;3.34E-09;5.61E-02;7.59E-04;1.86E-02;2.38E-01;5.64E+01;2.95E+02;2.00E+00;2.84E+01;1.46E-05
39001;39001;lait et produits laitiers;produits laitiers frais et assimilés;Milk-shake, provenant de fast food;Milkshake, from fast foods restaurant;2;0;Glacé;Carton;Pas de préparation;1.95;1.37E-01;1.36E+00;9.39E-08;2.66E-01;2.84E-03;1.04E-07;2.71E-08;8.28E-10;1.34E-02;1.87E-04;4.38E-03;5.61E-02;1.34E+01;6.73E+01;5.21E-01;1.13E+01;5.10E-06
12737;12737;lait et produits laitiers;fromages;Mimolette demi-vieille;Mimolette cheese, half-old, from cow's milk;2;0;Glacé;LDPE;Pas de préparation;2.24;5.89E-01;6.16E+00;2.41E-07;6.70E-01;1.08E-02;4.58E-07;1.33E-07;3.78E-09;6.29E-02;8.46E-04;2.09E-02;2.67E-01;6.29E+01;3.32E+02;2.14E+00;3.33E+01;1.60E-05
12742;12742;lait et produits laitiers;fromages;Mimolette extra-vieille;Mimolette cheese, extra old, from cow's milk;2;0;Glacé;LDPE;Pas de préparation;2.24;5.98E-01;6.26E+00;2.41E-07;6.67E-01;1.09E-02;4.65E-07;1.35E-07;3.84E-09;6.40E-02;8.53E-04;2.12E-02;2.72E-01;6.41E+01;3.38E+02;2.17E+00;3.33E+01;1.62E-05
12735;12735;lait et produits laitiers;fromages;Mimolette jeune;Mimolette cheese, young, from cow's milk;2;0;Glacé;LDPE;Pas de préparation;2.24;5.79E-01;6.06E+00;2.40E-07;6.74E-01;1.06E-02;4.50E-07;1.30E-07;3.71E-09;6.16E-02;8.39E-04;2.05E-02;2.61E-01;6.16E+01;3.25E+02;2.11E+00;3.34E+01;1.58E-05
